(104.9,90.7)
(92.6,110.5)
(98.3,107.9)
(136.7,108.4)
(104,100.8)
(108,76.5)
(99.7,69.4)
(98.2,120.9)
(108.5,127.1)
(94.6,104.1)
(117.5,111)
(101.4,112.2)
(111.4,105.1)
(83.8,86.6)
(112.8,127.7)
(97.8,103.6)
(71.8,107.3)
(97.5,102.2)
(91.9,113.1)
(97.4,90.4)
(95.2,111.4)
(136,160.5)
(101.9,95.1)
(84.7,88.7)
(127.1,114.9)
(84.1,84.4)
(99.4,108.7)
(98.3,88.5)
(92.7,111.6)
(92.3,89.2)
(92.6,86.1)
(99.3,95.2)
(104.4,121.2)
(87.2,139.6)
(77.5,112.5)
(112,104.9)
(96.8,113.2)
(104.4,100.1)
(83,83.7)
(111.5,68)
(105.4,92.3)
(81.9,103)
(104.2,94.4)
(108.4,89.2)
(82.9,95.3)
(90.1,134.6)
(95.5,86.4)
(115.4,90.3)
(95.2,92.8)
(114.6,77.6)
(93.2,110.4)
(102.7,79.6)
(101.6,82)
(100.5,86.1)
(105.9,91.9)
(96.2,121.6)
(104.5,98.9)
(112,92.6)
(113.9,110.2)
(104.2,95.4)
(93.3,106)
(87,106.7)
(99.7,102.8)
(92.1,93.5)
(84.3,89.9)
(99.7,108.8)
(80.1,111.8)
(131,80.6)
(140.4,66.8)
(100.7,115.3)
(110.2,58.9)
(114.1,107.2)
(96.9,97.5)
(97,130.3)
(90.7,116)
(114.9,109.7)
(109.9,103.1)
(109.1,110.4)
(107.9,105.7)
(73.3,88.5)
(88.1,116.1)
(100.6,117.1)
(100.1,101.4)
(87.2,121.4)
(101.6,92.8)
(84.2,78.5)
(89.2,108.9)
(58.5,98.5)
(104.5,100.9)
(99.1,102.1)
(87.3,98)
(105.6,119.5)
(109.9,82.2)
(91.3,105.4)
(89.3,83.1)
(91.3,104.9)
(110.3,111)
(133,82.5)
(106.1,106.9)
(109,85.4)
(88.9,94.5)
(88.5,95.1)
(96.3,99.6)
(83.1,100.9)
(54.8,123.5)
(112.5,123)
(98.6,86.4)
(85.2,98)
(88.1,94.9)
(73.3,99.1)
(94.8,115.4)
(96.6,84.6)
(102.7,92.3)
(99.9,99.6)
(98.4,100.8)
(104.7,97.9)
(102.6,94.3)
(90,109.8)
(53.3,42.5)
(96.6,112.7)
(81.1,94.7)
(107.9,107.8)
(117.1,92.1)
(94.1,133.3)
(76.3,25.7)
(96.2,86.7)
(85.5,90.4)
(96.8,94.5)
(127.9,85.5)
(80.6,120.7)
(98.3,86.4)
(116,100.5)
(79.7,85.3)
(93.9,90.3)
(116.3,120.7)
(113.3,76.3)
(89.1,78.5)
(99.3,97.4)
(131,84)
(92.8,84.4)
(105.1,96.6)
(78.7,97.6)
(88.4,82.8)
(108.2,84)
(91.7,108.9)
(102.7,106.6)
(100.1,80.3)
(129.3,94.9)
(110.5,101.8)
(95.7,80.2)
(105,82.8)
(100.3,105.2)
(87.3,99.7)
(76.6,85.2)
(93.1,89.4)
(90.3,116.3)
(118.5,95.7)
(99.3,92.3)
(94.8,100.3)
(95.9,73.7)
(108.8,91.3)
(95.5,104.1)
(80.7,55.7)
(112.6,96.7)
(75.9,87.5)
(105.1,81.3)
(112.7,87.7)
(111.4,94)
(101.3,47.3)
(92.9,101.4)
(96.7,92.1)
(98.4,118.8)
(105.1,110.1)
(83.4,105.9)
(117.6,115.6)
(93.3,97.9)
(90.1,103)
(109,91.5)
(101.1,96.5)
(112.3,104.9)
(81.2,76.6)
(73.9,100.2)
(87.1,97.8)
(85.7,112.5)
(98.8,100.3)
(104,93.2)
(106,117.8)
(95.4,89.7)
(106.7,88.4)
(103.6,92)
(52.3,78.3)
(96.4,114.9)
(118,119.5)
(95.6,103.6)
(62.9,110.9)
(110.3,116.5)
(102.2,81.9)
(102.5,90.1)
(85.5,98.9)
(92.6,65.8)
(118.8,98.1)
(104,92.7)
(91.3,105.9)
(108.7,72.8)
(117.8,95.8)
(75.2,77)
(103.9,121.7)
(104,111.6)
(88.1,57.3)
(117.3,116.7)
(101.6,111.1)
(101.6,93.4)
(109.8,106.8)
(94.3,92.3)
(129,81.7)
(91.8,85.6)
(91.2,94.8)
(86.9,93.8)
(107.7,90)
(94.8,111.6)
(109.5,103)
(99.8,98.3)
(110.7,105.7)
(126.8,121.7)
(88.7,98.6)
(109.7,129.6)
(90.6,95)
(109.5,98.7)
(93.5,90.8)
(109.7,114.5)
(97.7,89.1)
(128.2,72)
(117.2,99.9)
(95.5,90.2)
(89.3,103.8)
(104.5,101.8)
(107.4,88.2)
(107.4,98.3)
(87.7,81)
(82.6,99.6)
(76.9,78.4)
(162.5,53.5)
(96.7,106.7)
(105.3,85)
(95.2,90.2)
(91.4,80.6)
(102.9,85.8)
(112.9,95.2)
(114.2,96.1)
(88.8,88.8)
(103.4,91.7)
(90.6,103.4)
(106.5,105.9)
(95,106.5)
(99.7,90)
(105.4,116.2)
(89.5,106.5)
(96.5,87.3)
(96.5,99.7)
(100.7,69.6)
(96.2,96.9)
(101.8,109.5)
(100.3,102.7)
(92,99.2)
(90.7,68.6)
(112.3,115.2)
(106.2,85.8)
(98.5,114.4)
(101,93.2)
(98.9,83.5)
(102,103.1)
(98.1,101.6)
(101.7,101.8)
(104.1,88.9)
(109.1,98.3)
(81.6,120.4)
(97.3,101.7)
(112.8,109.7)
(46.3,116.8)
(120.8,103.5)
(115.8,112.7)
(93.3,101.2)
(114.5,103.9)
(87,104.5)
(85.2,93.3)
(100.4,108.5)
(83.3,102.5)
(104.6,81.2)
(86.2,103.6)
(100.1,101)
(103.7,103.4)
(86.9,94)
(106.1,99.8)
(105.8,112.1)
(95.2,111.2)
(97.4,109)
(109.6,98.5)
(137.3,63)
(89.6,107.5)
(107.1,112.3)
(102.6,117.3)
(84,57)
(100,102.7)
(108.3,100.3)
(94.8,99.4)
(84.8,127.3)
(105.8,101.5)
(92.3,105.6)
(84.8,99.3)
(96.1,100.1)
(101.7,127.3)
(108.4,98.8)
(113.6,106.4)
(141.2,110.5)
(113.9,68.6)
(93.9,86.9)
(68.4,100)
(87.2,110)
(132.1,127.9)
(78.9,95)
(79.7,92.4)
(101.6,101.5)
(114.5,92.2)
(134.5,85.8)
(111,98.3)
(106.5,96.9)
(81.3,108)
(108.5,101)
(94.3,102.8)
(86.9,96.9)
(114.2,113.2)
(80.3,118.7)
(164.6,87.2)
(107.4,114.3)
(101.1,110.3)
(110.2,85.2)
(86.4,96.5)
(101.6,101.8)
(105.3,99.5)
(99.1,92.2)
(156,68.6)
(114.9,96.6)
(90.5,111.7)
(108.9,94.3)
(94.4,116.5)
(82.7,107.4)
(98.4,100)
(96.5,117.5)
(118.5,78.3)
(109.9,96.9)
(110.4,121.8)
(116.2,109.5)
(95.2,83.6)
(99.4,87.8)
(83,123.5)
(99.6,95.8)
(102.9,91.5)
(105.6,96.4)
(106.8,111.7)
(91.8,96)
(78.6,93.1)
(95.1,93.4)
(79.6,65.7)
(53.4,104.8)
(90.9,106.2)
(103.7,100.2)
(91,83.1)
(104.7,99.9)
(98.5,123.4)
(93.4,93.4)
(99.9,99.5)
(73.7,111)
(117.4,83.1)
(97,98.4)
(108.1,75.2)
(105.7,80.3)
(80.2,105.4)
(83.8,126.5)
(94.3,95.1)
(102.7,98.5)
(107.6,85.8)
(92.2,87.8)
(123.8,114)
(91.5,90.4)
(95,81)
(97.1,102.3)
(110.6,87)
(70.7,88.8)
(76.1,112.5)
(99.1,105.2)
(96.4,87.6)
(105.9,123.5)
(106.3,85.1)
(111.7,72.3)
(90.9,117.8)
(105.9,97.1)
(87.6,84)
(102.9,95.8)
(118.2,87.5)
(176,4)
(106.7,103.3)
(58,70.5)
(56.5,110.5)
(49.7,79.7)
(103,181)
(89.3,115.3)
(107.2,116.4)
(121.9,84.7)
(112.1,87.8)
(111.7,105)
(115.2,123.2)
(98.3,108.2)
(136.9,131.1)
(89.2,103.1)
(78.8,132.1)
(90,101.3)
(81.5,103.7)
(104.4,127.7)
(110.3,104.2)
(66,102.3)
(83.9,114.3)
(74.1,101)
(91.5,106.1)
(92.1,92.2)
(90.8,101.6)
(139.5,150.5)
(90.9,93.4)
(103.8,116.8)
